51122	0	11881	122	356
13751	1	12726	276	562
40586	6	7784	25	575
24462	1	27310	254	511
29282	1	33391	245	597
1253	3	17812	278	552
52398	1	53435	278	543
19955	3	40198	25	513
29076	1	16228	186	596
52297	3	25663	278	455
40437	1	12726	276	584
20646	3	2612	278	480
24386	6	22046	254	580
46648	6	47554	278	601
5867	1	8268	10	604
20141	3	5619	278	552
2058	1	22648	244	570
6997	1	20890	185	594
53055	1	29443	125	599
2042	1	22089	244	605
22901	3	3266	278	478
24417	1	49456	278	570
14674	3	2963	278	394
29309	1	20597	244	550
44398	6	44398	278	593
9135	3	30863	278	596
36293	1	28260	222	597
23084	1	53439	185	569
14968	1	52087	11	569
44108	1	24022	92	601
12292	1	22091	244	565
40433	1	41244	276	580
1957	1	28249	222	599
53284	1	28351	244	602
2116	1	53536	36	555
12790	6	32412	25	587
42809	1	29443	125	601
50602	1	16461	278	583
19720	4	44132	278	598
11823	6	32780	254	599
13598	3	39500	278	496
15890	1	41282	92	594
21162	6	10076	245	599
9169	6	9278	278	601
11110	1	30871	278	557
14507	6	3875	41	601
41222	3	3631	278	563
2045	1	16084	121	602
14556	1	6677	92	602
48946	1	41407	276	583
7510	6	103	55	598
11896	6	37976	283	597
24447	1	53560	276	508
22067	6	33037	254	589
18976	1	32694	84	598
17264	1	10752	278	560
25829	1	42138	36	600
9777	3	683	278	475
51160	1	22062	84	593
14468	1	26641	278	576
41767	1	28351	244	559
14552	1	15129	92	588
18616	1	53446	245	584
10063	6	17290	245	602
53173	1	20075	131	539
39627	1	4783	278	613
11917	1	20764	227	589
49141	6	15329	199	596
2058	1	20076	244	578
4051	6	959	121	576
19859	1	27310	254	582
19288	1	14282	84	608
11020	1	41244	276	547
18005	1	19933	278	587
52148	3	13001	278	450
19859	1	1843	255	581
14360	1	16982	84	573
48566	3	30593	278	420
12637	1	15552	278	598
49429	1	1842	278	587
48353	1	8310	278	592
29083	3	44420	278	497
19317	1	1842	278	582
2058	1	22091	244	578
11624	1	40507	278	547
16530	1	11173	278	568
39539	3	21608	278	531
19055	1	50959	58	604
1680	1	13260	276	582
28462	3	39845	278	520
19024	1	8267	186	593
23072	1	28249	222	565
20295	1	45228	111	607
10709	6	40093	55	608
39960	1	30977	84	611
27064	1	13260	276	513
7893	1	53518	254	553
23125	6	97	245	597
39399	0	39188	7	514
40445	1	7215	278	591
23525	1	27310	254	598
16367	1	24361	122	475
14476	3	38343	84	509
41806	3	25919	278	410
53751	3	20248	84	371
13500	3	45357	278	444
2029	1	11533	278	592
2863	1	16958	197	612
3428	3	17450	278	559
14674	3	41783	278	390
17704	6	43668	254	595
