3528	4	1789	129	85
2052	7	871	402	162
480	7	2495	148	186
1299	0	820	402	174
139	3	3232	402	117
2314	6	1451	137	18
2744	7	1397	402	137
887	6	1404	182	84
666	3	2813	402	185
2235	7	187	191	129
436	3	3396	402	112
1781	6	318	212	72
376	6	311	306	95
1379	6	351	214	54
1239	6	358	224	63
3615	6	2979	38	45
2558	7	183	402	177
1850	7	3168	402	119
2653	0	1401	402	174
759	0	3426	402	182
3357	6	2979	350	45
2287	7	2875	402	136
1167	2	3547	69	181
2677	2	1939	401	115
2080	2	284	402	173
1632	0	258	137	158
413	3	121	309	160
3434	6	3509	23	179
578	6	664	372	25
2881	6	1026	109	43
2096	7	3137	401	155
67	0	3136	137	137
1628	3	482	279	185
98	2	187	191	129
1266	0	22	402	190
413	3	1462	402	160
625	3	2232	402	187
1464	0	2134	402	170
630	0	1145	191	171
2881	6	3509	69	179
2401	0	2269	148	175
2468	0	3113	401	117
975	0	3135	402	127
1500	3	2938	402	121
2297	6	2299	6	16
3606	6	2709	240	67
3597	6	324	137	96
2454	6	359	322	68
3494	6	2425	90	51
2115	2	3062	402	170
1343	2	231	179	181
1144	6	3509	395	179
2473	7	2267	137	183
2699	4	1789	136	85
3434	6	19	190	184
2297	6	2425	296	51
1440	6	9	262	126
812	3	3334	402	188
1760	3	921	402	183
972	2	3171	137	181
3023	2	2061	401	146
2866	6	2979	38	45
968	6	1410	258	180
1365	2	2855	402	151
1817	6	13	190	160
2486	3	43	402	142
551	4	1789	129	85
2662	6	3509	69	179
165	3	2691	402	166
2377	3	3281	402	172
3028	3	3245	401	182
2476	2	1913	148	159
1696	2	3112	402	182
531	6	430	69	123
1143	6	312	137	97
1690	0	3146	402	107
2314	6	1452	137	22
3551	7	3277	155	132
1777	6	1377	215	82
2602	0	44	402	115
2839	4	1789	136	85
1934	0	1905	402	127
1779	6	1452	171	22
2486	3	1769	402	128
176	7	3329	148	184
928	7	533	402	169
2774	0	1071	402	184
2223	0	3209	402	176
1230	2	2539	189	183
1428	7	1337	402	112
1339	6	1455	373	29
2486	3	3116	402	152
630	2	1145	137	171
416	3	1576	401	140
920	6	363	171	50
3388	2	3376	401	141
1339	6	2825	137	52
2310	2	2992	179	177
2113	2	407	191	173
3406	6	2706	44	46
376	6	374	45	97
841	2	150	402	175
3363	2	3298	401	118
399	2	3325	413	142
1361	2	34	402	106
1796	6	664	223	25
1797	6	362	318	79
337	4	1789	335	85
73	0	870	402	168
2547	3	2362	402	107
1002	6	362	318	79
2877	6	513	62	122
1339	6	2837	376	38
1456	6	655	79	142
725	3	787	402	115
224	6	1920	419	34
727	3	620	60	180
1304	6	180	30	33
3431	6	3509	3	179
873	6	317	148	64
750	3	2901	402	140
1624	2	3313	137	142
1038	2	792	401	185
806	6	321	140	10
745	7	1173	194	176
236	6	2824	0	9
1064	6	335	117	71
635	0	2041	411	109
1064	6	2831	171	70
2728	0	3476	194	158
2883	6	1455	210	29
244	7	558	402	111
3502	3	1386	402	172
578	6	664	331	25
2894	7	3049	402	177
273	6	513	417	122
946	0	3421	191	133
1830	2	597	402	178
2260	6	513	77	122
3497	0	3313	137	142
518	2	1162	402	121
392	6	311	137	95
743	7	1293	402	156
2931	3	2134	402	170
1812	6	2826	418	7
2534	6	2301	94	32
2553	7	3076	402	172
694	6	267	250	61
3434	6	14	363	169
387	7	3104	401	133
2216	6	3435	100	143
2866	6	2979	403	45
559	2	637	402	112
945	7	1201	148	145
2847	6	3509	20	179
1684	2	2868	402	164
2700	6	362	133	79
2455	6	2838	376	58
97	7	584	402	186
3615	6	2979	403	45
885	6	733	288	49
927	3	3135	402	127
1183	7	1819	137	172
1620	7	2273	402	163
632	0	3428	402	180
1213	2	979	402	176
2312	6	1406	37	149
964	6	3511	365	187
1992	6	355	300	66
684	7	3263	402	180
2123	7	3298	401	118
54	0	1821	179	154
673	6	267	35	61
731	0	427	402	172
2297	6	693	94	44
2903	3	2175	402	168
3347	3	1178	402	115
3374	2	3137	401	155
1143	6	343	296	96
2139	6	1902	408	15
1064	6	2831	345	70
1025	0	2321	402	160
714	2	2319	137	186
1247	0	2304	402	116
1458	2	2242	137	183
1525	0	2267	137	183
1735	0	840	179	156
806	6	2838	339	58
2445	6	1920	419	34
2370	3	2797	402	188
2355	7	3301	413	157
2700	6	2712	51	81
2102	2	3298	401	118
3498	0	3051	402	116
1522	2	791	402	185
1660	7	112	402	182
696	6	3509	137	179
1877	2	2461	401	116
856	3	2890	402	117
2247	2	2944	402	129
1949	7	1400	402	169
279	6	352	187	181
1207	4	1789	335	85
2297	6	2708	296	53
965	6	2298	327	27
2531	6	2301	2	32
2700	6	2710	353	69
2919	2	3034	402	174
1143	6	374	61	97
2297	6	343	196	96
1850	7	3186	402	110
3606	6	2709	409	67
1781	6	335	26	71
3434	6	3509	309	179
945	7	3169	402	158
2883	6	180	109	33
3357	6	2979	294	45
1859	0	3104	401	133
3566	3	2749	402	115
2422	6	2424	419	41
402	7	1492	402	140
205	7	2466	137	181
1239	6	345	224	65
2079	2	944	148	179
1653	2	660	402	160
1053	3	1075	402	117
2759	6	2831	141	70
1314	2	1181	402	147
2312	6	622	97	167
2197	6	315	309	123
929	3	1427	402	118
2700	6	2709	265	67
2730	0	840	179	156
436	3	489	402	114
2946	3	3540	69	187
100	7	3234	402	179
2172	6	9	360	126
920	6	363	307	50
2878	6	315	273	123
3434	6	19	274	184
1016	6	374	23	97
2196	6	328	175	119
3458	7	3328	402	106
1599	3	984	402	153
3590	2	3174	402	145
1779	6	334	45	55
2084	0	2161	402	171
967	0	2064	137	147
2714	0	2465	401	159
2263	6	353	364	21
2759	6	2831	345	70
461	6	2712	387	81
1874	0	3037	402	182
1791	6	313	84	5
919	6	341	137	70
1666	0	2786	402	134
1896	7	437	402	130
1612	0	1251	402	159
2583	0	2635	402	188
3012	7	1729	402	184
1790	6	357	191	76
1358	0	753	402	113
2443	6	313	84	5
130	2	2632	402	100
1399	6	328	381	119
1958	2	3141	179	186
1002	6	2829	112	75
2472	7	3202	194	167
88	7	669	402	175
305	0	3168	402	119
920	6	2831	120	70
1686	2	3262	402	182
549	7	2407	402	175
1773	6	2833	352	88
2090	2	40	191	177
2861	6	14	29	169
2393	0	3356	172	173
500	7	153	191	152
939	6	342	276	120
3434	6	3509	3	179
694	6	369	59	47
2644	3	1153	402	180
222	3	3080	402	145
287	6	363	296	50
1239	6	2708	370	53
2297	6	267	46	61
763	0	2436	402	180
2903	3	2227	402	153
1143	6	350	147	96
2534	6	353	333	21
1781	6	2830	212	57
2141	6	3509	3	179
1804	6	4	137	79
512	6	1410	252	180
1485	0	3186	402	110
1428	0	1980	402	108
1976	0	2818	402	107
2843	7	40	191	177
2745	0	2852	402	119
1470	2	1287	179	167
2580	2	1461	402	130
2533	6	2709	73	67
2455	6	371	151	88
1143	6	2833	352	88
1274	3	483	402	108
887	6	1404	325	84
2476	0	3301	413	157
2534	6	693	333	44
1168	3	3296	402	181
2698	6	624	3	174
1780	6	1452	301	22
2329	0	1310	123	167
986	6	523	115	194
603	3	1986	402	182
711	7	517	402	134
1240	6	664	233	25
2327	2	1819	137	172
2974	6	347	249	40
3432	6	3511	365	187
1240	6	2827	191	24
1780	6	317	148	64
2597	0	1366	402	152
1586	2	1941	402	167
93	0	3099	402	137
1133	7	3087	110	135
2780	6	371	203	88
1436	6	18	305	181
1566	7	2049	402	171
138	0	3428	402	180
2575	7	42	401	163
2258	0	558	402	111
1315	7	2975	402	116
1117	3	2990	402	6
1585	0	46	402	154
1781	6	341	137	70
2626	3	3151	402	117
1283	7	1337	402	112
3445	0	1576	401	140
1826	6	2831	137	70
2378	2	21	402	188
270	6	2880	232	123
2055	2	3223	402	107
2534	6	2302	94	59
648	2	2383	402	131
206	0	2232	402	187
673	6	2703	337	60
2197	6	2888	245	123
617	7	1152	402	185
920	6	363	296	50
2195	7	2255	402	122
3465	7	1217	402	117
466	6	733	137	49
946	0	1965	191	139
2205	6	10	241	137
2455	6	371	207	88
1930	2	258	137	158
2139	6	1920	409	34
2297	6	664	160	25
2604	2	2802	401	143
939	6	360	323	120
2878	6	2880	254	123
1858	7	3365	402	174
1016	6	374	312	97
1773	6	2833	207	88
2297	6	267	295	61
2278	4	1789	394	85
958	7	971	402	138
2534	6	1452	171	22
2881	6	3509	45	179
1804	6	2829	224	75
3432	6	343	196	96
1639	2	2239	402	177
1434	2	870	402	168
3494	6	2425	419	51
2973	6	733	288	49
3606	6	1920	409	34
1110	0	3521	402	118
3580	7	3353	401	148
2616	2	553	402	145
1050	0	175	45	185
2570	0	2257	402	171
2297	6	2709	31	67
2533	6	1920	176	34
2197	6	430	23	123
1430	2	3250	402	150
694	6	2709	31	67
976	2	987	411	104
1650	2	3093	402	189
1017	6	2828	131	2
1702	2	2901	402	140
2338	3	3119	402	156
1398	6	330	77	122
694	6	2708	370	53
2757	6	9	380	126
1339	6	2426	309	37
3434	6	342	195	120
226	2	2971	402	109
263	6	343	192	96
2422	6	2708	296	53
1437	6	16	187	169
2718	0	3521	402	118
2019	7	2813	402	185
2279	4	1789	129	85
2881	6	3512	402	77
2932	2	129	148	184
2297	6	2423	265	36
1901	6	3509	45	179
2131	7	1769	402	128
1277	7	1986	402	182
2883	6	1455	106	29
3346	7	143	402	177
950	7	3144	401	162
1693	0	2061	401	146
1951	0	3235	191	130
1797	6	344	359	65
2297	6	693	333	44
2878	6	622	193	167
2297	6	1453	316	26
2463	6	2704	28	73
376	6	374	147	97
1676	7	3319	402	134
986	6	2828	219	2
1911	0	1258	402	104
603	3	3170	402	183
2556	0	2917	402	169
1268	7	45	402	132
2881	6	1410	393	180
617	7	3534	402	188
744	7	112	401	182
1780	6	2830	119	57
806	6	321	148	10
98	2	3235	191	130
2700	6	267	250	61
905	0	3131	401	111
581	7	1893	402	130
1780	6	2824	219	9
83	7	1317	402	175
1650	2	3093	401	189
1134	7	3065	191	147
2668	0	1203	401	124
3409	6	1410	372	180
1622	2	2132	402	133
689	0	3045	402	137
3487	2	2975	402	116
1779	6	1455	191	29
1779	6	1455	296	29
2700	6	356	303	79
1801	6	2536	63	8
214	3	1712	401	152
508	6	3509	45	179
1773	6	2833	147	88
806	6	3509	45	179
1031	2	1922	402	115
1780	6	367	160	56
265	6	346	1	87
1339	6	664	301	25
2558	7	1820	413	159
170	2	735	309	161
2487	3	2159	401	130
2429	6	1902	408	15
1975	7	1333	401	132
1848	7	3394	402	193
119	6	1410	252	180
2106	3	2763	402	170
689	0	1296	402	117
2583	2	1165	402	178
263	6	343	260	96
2949	2	3453	402	128
132	4	1789	394	85
1847	6	9	216	126
444	3	2887	402	180
488	6	513	21	122
1638	0	3203	402	119
1624	2	3313	402	142
2297	6	327	266	36
768	3	2461	402	116
670	4	1789	136	85
3434	6	374	45	97
2530	6	2827	191	24
876	6	1450	104	17
1546	2	2792	401	175
963	6	3509	137	179
1339	6	334	276	55
2207	6	1410	372	180
806	6	3509	395	179
1512	7	3226	401	183
2881	6	2302	304	59
843	0	2962	402	183
1780	6	1453	245	26
63	7	1831	402	183
1780	6	367	372	56
2092	7	469	401	163
497	2	2963	402	177
1781	6	341	212	70
939	6	314	276	120
2029	0	1903	402	184
88	7	634	402	172
1424	6	352	270	181
3606	6	2709	89	67
2473	0	597	401	178
2700	6	267	296	61
2268	7	619	402	128
837	6	3435	100	143
475	2	2773	401	129
325	4	1789	129	85
1787	6	9	216	126
2878	6	2880	232	123
2075	2	2132	402	133
1236	0	2764	402	108
2297	6	2710	296	69
1780	6	2825	137	52
2994	2	494	401	178
711	7	3193	402	117
1137	6	14	391	169
3434	6	1410	372	180
2224	0	2306	401	185
993	0	1349	402	134
2314	6	1452	372	22
264	6	3509	309	179
784	0	2271	23	178
1782	6	1208	125	89
2260	6	513	256	122
611	0	3263	402	180
672	7	408	402	170
876	6	353	38	21
1781	6	367	212	56
141	6	19	237	184
2277	4	1789	335	85
1784	6	2829	231	75
2187	0	2691	402	166
2056	6	1410	393	180
819	2	2068	179	178
1779	6	1455	260	29
1339	6	523	11	194
571	0	1093	402	131
2974	6	2838	376	58
1440	6	9	274	126
3606	6	2709	73	67
2532	6	3509	137	179
806	6	3509	137	179
3615	6	2979	350	45
2881	6	181	372	46
673	6	267	265	61
2297	6	2423	310	36
2915	2	3221	402	177
823	0	3470	401	149
3552	7	3320	402	106
1947	0	3223	402	107
878	6	2301	185	32
2700	6	2835	337	83
3592	2	23	77	191
1426	6	3509	334	179
1781	6	335	160	71
2249	2	3275	402	125
2062	6	2427	247	12
876	6	1451	137	18
2381	2	3149	402	175
3578	0	3291	401	157
1550	0	189	401	126
3573	3	990	402	171
1978	6	1410	267	180
2530	6	1455	106	29
2568	0	1178	402	115
3346	7	1907	402	172
768	2	1203	401	124
1780	6	373	45	49
599	3	2475	402	181
1426	6	3509	3	179
1780	6	1451	333	18
1824	0	3355	402	120
2054	3	3150	402	101
2697	0	2255	402	122
2329	7	1205	402	176
1997	7	456	402	170
1748	2	255	401	184
2727	7	1321	179	186
694	6	363	404	50
1859	0	753	402	113
2779	4	1789	335	85
2657	7	3154	402	185
177	7	1965	137	139
2297	6	2299	94	16
2702	6	14	268	169
2606	2	282	402	101
2881	6	3509	23	179
3361	2	126	402	188
500	7	153	148	152
3517	3	3404	402	147
581	0	1893	402	130
1277	7	3064	402	175
1780	6	334	45	55
1339	6	2426	36	37
2867	6	3511	365	187
959	0	3216	402	112
522	6	523	380	194
1595	7	494	401	178
2933	0	3034	137	174
2248	2	1162	402	121
265	6	375	287	79
3565	3	2585	402	107
1625	0	1153	23	180
873	6	317	170	64
694	6	2708	152	53
1606	7	3075	402	144
1753	7	1	402	135
1224	2	663	402	115
2593	7	2448	402	175
2881	6	1026	260	43
2529	6	513	256	122
3576	7	3354	402	172
2329	0	2162	401	171
745	7	3288	402	182
2289	3	695	378	124
3434	6	3512	69	77
680	6	943	210	13
2550	0	2586	402	120
1607	3	865	401	157
1974	6	3509	334	179
1376	3	42	401	163
2123	7	3298	402	118
2400	7	2414	393	164
2809	7	870	194	168
740	0	3266	402	124
1456	6	3509	309	179
2212	6	343	260	96
1368	3	1093	402	131
1590	3	1420	401	179
2066	0	3257	402	146
3434	6	3512	22	77
2785	6	1410	393	180
391	5	1789	129	85
802	0	406	402	183
1534	0	700	402	0
1803	6	2301	2	32
3473	7	1330	402	133
652	7	970	401	160
1595	0	494	402	178
2314	6	1378	93	23
2530	6	2827	396	24
3432	6	1410	372	180
