?b  isMarriedTo  ?a   => ?a  isMarriedTo  ?b   0.969922811
?b  hasNeighbor  ?a   => ?a  hasNeighbor  ?b   0.990990991
?b  isConnectedTo  ?a   => ?a  isConnectedTo  ?b   0.6624863520000001
?a  hasChild  ?f  ?f  isPoliticianOf  ?b   => ?a  isPoliticianOf  ?b   0.72091195
?a  hasChild  ?f  ?f  isCitizenOf  ?b   => ?a  isPoliticianOf  ?b   0.534782609
?e  hasChild  ?a  ?e  isCitizenOf  ?b   => ?a  isPoliticianOf  ?b   0.56
?e  hasChild  ?a  ?e  isPoliticianOf  ?b   => ?a  isPoliticianOf  ?b   0.750193949
?b  hasCapital  ?a   => ?a  isLocatedIn  ?b   0.678877631
?f  hasChild  ?b  ?a  isMarriedTo  ?f   => ?a  hasChild  ?b   0.579418345
?e  hasChild  ?b  ?e  isMarriedTo  ?a   => ?a  hasChild  ?b   0.5724824789999999
?a  hasChild  ?b  ?b  isMarriedTo  ?a   => ?a  isMarriedTo  ?b   1.0
?a  isAffiliatedTo  ?b   => ?a  playsFor  ?b   0.7460157359999999
?b  dealsWith  ?a  ?b  hasNeighbor  ?a   => ?a  hasNeighbor  ?b   0.9939024390000001
?a  playsFor  ?b   => ?a  isAffiliatedTo  ?b   0.868620415
?f  isInterestedIn  ?b  ?a  isInterestedIn  ?f   => ?a  isInterestedIn  ?b   0.8
?a  hasChild  ?f  ?f  hasGender  ?b   => ?a  hasGender  ?b   0.66504707
?f  hasGender  ?b  ?a  influences  ?f   => ?a  hasGender  ?b   0.797478329
?a  hasAcademicAdvisor  ?f  ?f  hasGender  ?b   => ?a  hasGender  ?b   0.946902655
?e  hasChild  ?a  ?e  hasGender  ?b   => ?a  hasGender  ?b   0.647822559
?e  hasGender  ?b  ?e  influences  ?a   => ?a  hasGender  ?b   0.838509317
?a  hasCapital  ?b  ?b  isLocatedIn  ?a   => ?a  isLocatedIn  ?b   0.516073479
?b  hasCapital  ?a  ?b  isLocatedIn  ?a   => ?a  isLocatedIn  ?b   0.90625
