2.000000000000000000e+00	1.500000000000000000e+00
1.459999999999999964e+01	1.708510638297872219e+01
1.900000000000000000e+01	1.583333333333333259e+00
2.550000000000000000e+01	1.500000000000000000e+00
5.657142857142857473e+00	8.608695652173912194e+00
6.000000000000000000e+00	2.727272727272727071e+00
7.447368421052631859e+00	2.830000000000000071e+01
3.200000000000000178e+00	3.200000000000000178e+00
1.042857142857142883e+01	1.216666666666666607e+01
1.363636363636363535e+00	1.666666666666666741e+00
1.000000000000000000e+00	1.000000000000000000e+00
2.000000000000000000e+00	1.333333333333333259e+00
4.500000000000000000e+00	1.000000000000000000e+00
1.222222222222222321e+00	2.750000000000000000e+00
3.000000000000000000e+00	3.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00
2.000000000000000000e+00	1.333333333333333259e+00
5.666666666666666963e+00	3.399999999999999911e+00
1.154545454545454497e+01	9.071428571428571175e+00
1.400000000000000000e+01	2.000000000000000000e+00
2.200000000000000178e+00	1.100000000000000000e+01
1.150000000000000000e+01	1.277777777777777679e+00
1.000000000000000000e+00	2.200000000000000000e+01
8.066666666666666430e+00	8.441860465116279855e+00
1.000000000000000000e+00	1.000000000000000000e+00
3.045801526717557106e+00	9.500000000000000000e+00
1.689393939393939448e+00	1.115000000000000000e+02
1.060869565217391219e+01	5.674418604651163101e+00
2.000000000000000000e+00	1.199999999999999956e+00
9.000000000000000000e+00	8.500000000000000000e+00
1.225000000000000000e+01	1.399999999999999911e+00
3.625000000000000000e+01	3.295454545454545414e+00
2.000000000000000000e+00	5.000000000000000000e+00
4.437500000000000000e+00	5.916666666666666963e+00
1.207692307692307665e+01	7.849999999999999645e+00
1.216666666666666607e+01	4.866666666666666252e+00
2.000000000000000000e+00	1.000000000000000000e+00
4.071428571428571175e+00	4.071428571428571175e+00
5.000000000000000000e+00	3.571428571428571619e+00
2.306250000000000000e+01	1.118181818181818166e+01
7.366666666666666252e+00	7.892857142857143238e+00
7.000000000000000000e+00	1.458333333333333259e+00
1.166666666666666607e+01	1.568965517241379359e+01
1.500000000000000000e+00	1.199999999999999956e+00
7.000000000000000000e+00	3.500000000000000000e+00
5.500000000000000000e+00	5.000000000000000000e+00
