0	27	50
7	29	110
3	25	46
86	1	50
65	4	7
112	23	2
34	42	91
20	27	14
15	8	7
40	42	0
24	23	134
90	25	126
127	1	87
50	33	113
106	45	35
113	40	35
94	25	32
102	14	87
127	1	29
20	11	22
87	42	69
50	39	11
130	1	98
24	23	107
28	7	110
105	39	110
86	42	7
98	39	28
48	18	55
94	1	110
26	40	4
27	27	28
29	39	87
67	1	28
99	1	50
87	1	11
13	4	62
27	26	16
50	29	89
93	1	110
48	8	98
7	34	6
45	26	96
40	29	105
99	25	46
86	40	71
26	27	12
92	42	91
40	1	105
79	31	98
86	1	57
91	26	16
130	38	40
86	1	77
71	18	45
117	6	7
71	21	12
50	42	14
123	27	120
107	25	46
107	44	124
99	1	87
71	21	122
89	40	117
29	29	59
118	25	76
28	39	12
94	23	107
68	25	132
117	18	20
43	25	46
4	23	44
87	40	71
15	8	29
63	25	36
101	25	36
52	29	92
37	29	14
67	18	20
27	1	59
27	34	26
71	18	26
8	34	77
88	31	29
52	19	105
50	8	40
101	29	87
0	26	96
39	17	74
14	39	29
29	29	110
131	34	9
92	42	125
64	1	29
118	25	46
98	40	117
31	6	92
92	42	47
67	6	29
15	1	29
43	6	105
119	20	13
51	20	13
34	42	50
130	44	124
133	27	15
72	22	35
124	29	37
34	42	89
10	6	7
32	23	134
29	42	87
21	27	110
105	39	6
102	1	34
67	8	28
6	23	53
39	31	24
98	42	89
43	23	93
89	1	87
66	40	118
105	7	7
53	23	119
107	38	92
110	39	111
37	7	0
9	26	96
94	23	81
0	29	87
8	27	122
123	25	103
29	14	50
67	1	98
92	33	86
28	1	111
29	1	132
51	26	96
34	41	9
40	8	0
123	28	106
74	18	26
27	1	102
110	40	117
15	6	92
87	42	47
10	44	74
14	39	50
81	23	30
111	23	77
103	40	33
110	39	59
133	6	40
89	1	91
124	29	14
79	3	89
130	32	96
9	23	53
20	25	109
59	39	91
111	23	100
58	27	57
110	39	29
124	19	89
40	39	14
78	30	32
98	1	12
86	33	2
29	37	86
126	26	16
71	8	37
52	29	74
122	6	86
40	29	87
22	12	81
92	8	0
79	31	71
88	4	7
26	27	29
40	39	12
106	35	1
76	9	39
102	42	98
112	35	97
40	14	92
39	2	30
28	1	91
6	25	9
43	1	29
34	42	47
14	39	40
131	40	117
31	25	128
93	1	50
48	8	7
64	1	105
79	17	40
7	27	29
92	29	102
37	1	11
14	1	132
27	27	102
71	1	91
58	40	15
44	6	50
28	42	69
50	42	98
120	31	30
87	39	102
10	17	50
60	4	7
131	27	12
40	42	47
74	42	13
34	25	46
37	25	7
29	8	37
22	12	104
87	1	29
114	5	88
104	23	72
105	8	92
34	41	133
40	29	89
29	39	92
48	18	59
79	3	31
86	4	34
19	27	20
92	1	9
120	32	16
74	8	86
4	1	89
130	25	49
105	37	40
86	7	0
92	39	122
99	6	105
29	39	3
50	39	133
93	1	91
0	34	119
66	27	130
92	25	91
29	33	92
94	26	96
105	39	53
26	34	122
92	14	86
92	33	106
102	1	28
44	6	105
71	18	87
27	1	89
9	26	16
7	42	86
86	25	91
0	34	83
113	40	121
78	4	92
48	1	91
39	17	92
40	7	50
14	40	134
79	3	75
20	27	86
39	25	65
130	8	110
113	26	96
92	14	40
77	6	40
40	7	105
27	34	18
89	1	100
31	23	30
32	25	109
40	25	108
50	29	105
50	25	105
112	40	84
99	23	10
2	45	35
74	42	39
111	25	46
87	1	9
39	3	10
39	1	92
69	42	7
50	8	29
108	42	0
105	42	130
86	1	14
39	31	40
71	1	40
71	21	133
79	3	117
104	1	89
130	1	89
81	23	15
76	25	36
108	42	86
74	42	130
50	1	29
28	40	48
117	25	46
14	39	3
112	45	121
79	2	64
59	40	15
101	41	119
50	33	51
28	1	50
110	40	48
26	34	111
74	42	79
73	4	62
20	27	122
120	31	72
78	21	50
111	27	93
130	4	29
78	4	50
107	8	105
18	25	9
127	1	28
83	25	109
59	39	29
71	1	86
21	27	59
110	1	50
73	25	49
19	25	126
94	6	40
115	19	38
93	18	58
88	25	1
71	1	98
86	26	16
120	31	117
101	41	68
13	4	51
60	4	37
45	34	100
47	42	108
10	8	86
105	39	91
24	25	32
26	40	71
125	29	86
20	34	9
102	39	119
92	33	113
50	29	86
29	1	122
17	22	35
116	25	36
98	25	110
0	29	29
29	40	22
64	1	59
120	31	92
74	8	29
26	34	3
117	8	110
75	1	105
27	34	12
45	16	26
34	42	40
41	6	7
112	35	13
15	8	28
42	32	96
93	8	29
102	1	91
15	18	55
78	29	29
102	39	122
98	1	101
64	18	28
32	23	48
122	27	15
98	37	87
44	25	46
107	18	89
81	23	75
127	1	86
108	26	16
87	42	13
66	25	36
107	8	37
86	1	18
117	8	7
81	1	40
71	23	117
30	1	89
120	31	102
134	1	89
112	35	73
134	8	102
39	31	134
58	34	68
51	45	76
39	45	10
92	8	105
115	19	97
98	39	57
19	27	29
31	6	50
112	35	82
130	8	59
125	4	96
133	6	92
0	42	89
48	1	59
71	8	92
105	33	112
55	34	83
64	6	105
133	23	18
52	4	37
107	8	29
120	31	86
86	8	40
44	1	98
7	29	29
2	45	121
40	29	74
107	38	50
27	27	39
2	40	84
78	29	98
74	18	98
3	23	83
59	1	9
29	39	11
92	7	29
59	42	0
94	23	44
78	30	64
62	35	42
71	23	64
133	23	12
47	42	28
0	27	105
103	27	120
124	25	46
89	42	7
104	1	87
0	1	119
0	7	7
