14281	5	11942	737	3810
15849	2	30458	707	5191
22388	3	27901	176	1492
28978	4	21801	727	450
34477	3	14724	761	1636
2143	4	26833	745	2272
15376	0	11	669	798
23180	3	5285	606	1002
17109	2	18106	741	1650
24732	5	13884	718	2272
9299	6	17950	756	2272
31997	3	14724	761	1636
26869	2	33377	742	348
6184	3	5513	574	4476
7100	0	6855	651	5193
9743	3	5249	541	398
15102	3	27856	556	3711
17308	2	23135	681	1318
7794	2	9665	740	5191
6102	3	4500	579	1673
32588	3	26059	812	3209
9079	4	33316	734	5187
24588	3	28030	229	4994
18818	4	399	757	4827
16340	3	1739	518	1462
15719	6	11135	766	5191
13572	5	33437	699	5435
7928	2	8917	682	5191
28818	0	10691	597	3884
23090	3	27999	394	4736
19734	3	14724	752	2542
21390	4	19919	717	450
29429	3	4111	78	3362
32949	6	26956	734	5191
33729	3	3641	523	3908
26019	6	12682	756	1068
25975	6	14157	751	818
28412	5	873	718	4729
10272	2	30436	600	5191
479	4	24811	761	2272
26493	6	14733	740	3810
15882	5	28460	707	1263
8393	0	13512	749	2905
7611	6	13229	749	2272
34093	4	27581	726	2375
8745	3	4025	603	1610
6504	6	5698	760	5191
18149	3	3563	323	3245
24194	4	163	763	3528
16341	3	5399	606	1788
20745	0	24343	727	4004
2586	6	6806	739	278
27396	3	4142	601	2022
27723	3	12925	687	1981
18444	3	4033	609	4528
17328	3	8132	685	2254
27270	4	18248	754	3219
23060	3	11208	626	1516
26847	6	32042	753	4731
26092	4	30945	741	1066
1449	5	10814	727	5155
7704	4	9621	749	5191
19160	4	18207	638	1730
7099	0	8326	665	1649
11537	3	29750	577	3218
34510	3	20464	658	4010
25929	2	32296	756	5187
12964	3	4661	186	3844
25349	3	12830	596	3478
7362	3	14794	759	2304
16706	3	27762	555	3219
11403	3	5364	458	4639
22355	5	24564	690	2334
25618	0	30876	755	2954
27600	3	5691	692	3482
7876	3	10404	603	883
7068	5	10536	724	2334
16905	6	10063	722	5435
24775	0	22474	717	4939
27001	5	14918	756	4532
1681	3	28907	607	3600
33543	2	29827	727	4685
3086	6	19211	734	2272
23790	0	33215	757	859
20519	5	24811	761	2272
29408	3	27078	161	1194
33938	3	5530	776	5576
22331	3	4175	684	1939
16475	2	28356	734	5191
33026	6	32284	748	2334
23861	5	27057	744	348
24992	3	14724	752	1636
34291	5	876	756	2272
25839	4	19039	758	5191
